id,symbol,status,date,period,price_at_analysis,position_bias,directional_bias,entry_range,target_range,re_evaluation_level,briefing_notes,result_text,outcome,inactive_datetime
232,/GC,Inactive,2021-01-12T13:51:20.720Z,Short-Term (1-3 weeks),1844.9,Short,None,1889.8 - 1907.0,1841.8 - 1809.0,> 1931.4,The weekly cycle analysis suggests that /GC is in a rising phase on the weekly. We saw a large failure from the intermediate-term resistance zone. This is a warning sign. Weekly momentum remains positive. The daily cycle analysis suggests that there is a minor cycle low due. We would expect a bear flag to form here. There are short-term resistances above current levels. We are targeting a move to the intermediate-term 61.8% fib and the 78.6%. Please see the GC Trade Idea video for further detail.,We are establishing a new Trade Idea for /GC since the favorable entry and target zone has to be revised.,Pending / Inactive,2021-01-21T13:57:39Z
231,COP,Inactive,2021-01-11T13:57:58.260Z,Short-Term (1-3 weeks),44.7,Long,None,43.07 - 41.59,45.81 - 47.74,< 40.53,The weekly cycle analysis suggests that COP is in a rising phase. Weekly momentum remains positive. The daily cycle analysis suggests that COP is early in a short-term rising phase. The next short-term low is due 2/2 - 2/10. The Slim Ribbon on the daily is firmly configured positively. There are minor supports just below current levels. We are targeting a move to the intermediate-term 78.6% Fib and the 50% Fibonacci extension. Please refer to today's COP Trade Idea video for further detail.,The conditions for this Trade Idea have been satisfied. COP tested within 0.5% of the favorable entry and has now traded into the target zone.,Target Zone Reached,2021-01-12T14:31:23Z
230,DLTR,Inactive,2021-01-08T14:19:59.958Z,Short-Term (1-3 weeks),114.75,Long,None,111.17 - 108.81,120.87 - 123.5,< 105.31,The weekly cycle analysis suggests that DLTR is very early in an intermediate-term rising phase. Weekly momentum is positive. The daily cycle analysis suggests that DLTR is very early in a short-term rising phase. The Slim Ribbon is now positive. There is a rectangle forming on the daily chart. The favorable entry is the rising minor support zone. We are targeting a move to the short-term 61.8% Fib extension and the measured move of the breakout of the rectangle. Please review today's DLTR Trade Idea video for further detail.,DLTR broke through the support zone and has now traded below the re-evaluation. The early break below the weekly cycle low sets up a very negative pattern.,Re-evaluation Level Hit,2021-01-26T15:16:38Z
229,GDXJ,Inactive,2021-01-07T13:50:02.517Z,Short-Term (1-3 weeks),57.11,Long,None,55.2 - 53.12,60.29 - 62.04,< 51.65,The weekly cycle analysis suggests that GDXJ is early in an intermediate-term rising phase. Weekly momentum is now positive. The daily cycle analysis suggests that GDXJ is late in a short-term rising phase and due for a minor pullback. The next short-term low is due 1/12 - 1/22. There are minor supports below current levels. We are targeting a prior daily cycle high and the intermediate-term 78.6% Fib resistance. Please see the GDXJ Trade Idea video for further detail.,GDX has traded through the re-evaluation zone. Stock has failed to show any signs of bottoming. Note that a short-term low is still due to form..,Re-evaluation Level Hit,2021-01-15T13:05:50Z
228,YNDX,Inactive,2021-01-06T13:46:12.726Z,Short-Term (1-3 weeks),70.8,Long,None,70.41 - 68.84,74.47 - 75.48,< 67.72,The weekly cycle analysis suggests that YNDX is in a rising phase with positive weekly momentum. The next intermediate-term low is due 3/15 - 4/26. The weekly cycle analysis suggests that YNDX is very early in a new short-term rising phase. The Slim Ribbon is now positive. There are minor supports just below current levels. We are targeting a short-term Fib confluence zone. Please see the YNDX Trade Idea video for further detail.,"YNDX is still in the favorable entry range. However, the stock has failed to get a meaningful rally in a short-term rising phase. We have since re-evaluated the daily cycle analysis and it suggests that a short-term low is due 1/20 - 2/3. We will look to establish a new Trade Idea.",Pending / Inactive,2021-01-14T20:54:44Z
227,XBI,Inactive,2021-01-04T14:18:23.086Z,Short-Term (1-3 weeks),141.65,Short,None,144.21 - 147.45,138.18 - 134.75,> 149.76,The weekly cycle analysis suggests that XBI is late in an intermediate-term rising phase and due to correct. The next weekly cycle low is due 12/28 - 2/22. Weekly momentum remains positive. We want to see weekly momentum turn negative to confirm that an intermediate-term high has formed. The daily cycle analysis suggests that XBI has broken below the daily cycle low support. This daily cycle breakdown suggests that XBI has entered into a short-term corrective period. The next minor cycle low is due in mid-January. Please see the XBI Trade Idea video for further detail. (Update 1/5: revised favorable entry and re-evaluation - overall analysis remains the same),XBI broke through the resistance zone and has now traded above the re-evaluation.,Re-evaluation Level Hit,2021-01-08T14:35:13Z
226,MDT,Inactive,2020-12-23T14:46:17.382Z,Intermediate-Term (3-8 weeks),114.63,Long,None,113.05 - 110.5,118.43 - 123.74,< 108.6,The weekly cycle analysis suggests that MDT is in a rising phase. There is a mid-cycle low due around the end of the year. Weekly momentum is firmly pointed up. The daily cycle analysis suggests that MDT is due to form a short-term low. The next short-term low is due between 12/15 - 12/30. The stock is testing a minor support zone. We are targeting a Fibonacci extension confluence on the upside. Please see the MDT Trade Idea video for a walk through of the analysis.,The conditions for this Trade Idea have been satisfied. MDT traded into the favorable entry and has now tested the target zone. We inactivated the Trade Idea.,Target Zone Reached,2021-01-06T14:38:57Z
225,PAAS,Inactive,2020-12-22T14:00:37.200Z,Intermediate-Term (3-8 weeks),33.86,Long,None,32.55 - 31.44,35.37 - 37.28,< 30.63,The weekly cycle analysis suggests that PAAS is early in a new rising phase. The intermediate-term low was due 10/5 - 12/21. Weekly momentum is now positive. The daily cycle analysis suggests that PAAS is late in a short-term rising phase and due for a minor pullback. The next short-term low is due 12/28 - 1/5. The Slim Ribbon is firmly configured positively and likely to act as support on a minor pullback. We are targeting the short-term 78.6% Fibonacci retracement and the prior cycle high on the upside. Please see the PAAS Trade Idea video for further detail.,The conditions for this Trade Idea have been satisfied. PAAS tested the favorable entry and has now traded into the target zone.,Target Zone Reached,2021-01-04T14:34:00Z
224,HL,Inactive,2020-12-21T14:03:48.853Z,Intermediate-Term (3-8 weeks),6.17,Long,None,5.9 - 5.55,6.45 - 6.94,< 5.35,The weekly cycle analysis suggests that HL has just formed a key intermediate-term low and is in a new rising phase. The key intermediate-term low in HL is due 10/12 - 11/30. The daily cycle analysis suggests that it is late in a short-term rising phase and due for a minor pullback. The next short-term low is due 12/23 - 12/30. The Slim Ribbon is firmly configured positively. There are minor supports below current levels. We are targeting a short-term 127.2% Fib extension and 161.8% Fib extension on the upside. Please see the HL Trade Idea video for further detail.,The conditions for this Trade Idea have been satisfied. HL tested the favorable entry and has now traded into the target zone.,Target Zone Reached,2020-12-30T18:43:03Z
223,WHR,Inactive,2020-12-16T14:20:46.013Z,Intermediate-Term (3-8 weeks),188.63,Short,None,190.53 - 196.94,178.65 - 173.31,> 201.49,The weekly cycle analysis suggests that WHR is in a declining phase with negative momentum. The next intermediate-term low is due 2/1-3/8. The daily cycle analysis suggests that WHR is in a short-term rising phase. There are short-term resistances just above current levels. We are targeting a 100% Fibonacci extension and the intermediate-term 78.6% Fibonacci support on the downside. Please see the WHR Trade Idea video for a walk through of the analysis.,The conditions for this Trade Idea have been satisfied. WHR tested the favorable entry and has now traded to the target zone.,Target Zone Reached,2021-01-04T15:16:46Z
222,SWKS,Inactive,2020-12-15T15:13:44.097Z,Intermediate-Term (3-8 weeks),146.27,Short,None,146.45 - 153.4,134.28 - 131.94,> 156.0,The weekly cycle analysis suggests that SWKS is in a corrective period. Weekly momentum is negative. The next intermediate-term low is due 2/1 - 3/15. The daily cycle analysis suggests that SWKS has likely formed a short-term high and is in a short-term corrective period. The next short-term low is due 12/31 - 1/25. There are upper short-term resistances above current levels we are targeting a move to test the recent daily and weekly cycle lows. Please see the SWKS Trade Idea video for a walk through of the analysis.,SWKS has broken through the resistance zone and has now traded above the re-evaluation.,Re-evaluation Level Hit,2021-01-05T20:49:36Z
221,CAKE,Inactive,2020-12-14T14:15:25.131Z,Short-Term (1-3 weeks),37.58,Long,None,36.7 - 35.61,40.01 - 41.86,< 34.51,"The weekly cycle analysis suggests that CAKE is early in an intermediate-term rising phase. Weekly momentum is positive. The weekly low was due 9/21 - 11/23. The daily cycle analysis suggests that CAKE is due to form a short-term low. The short-term low is due 12/4 - 12/17. The Slim Ribbon, which is what we use to evaluate daily momentum, is firmly configured positively. There are minor supports just below current levels. We are targeting a short-term 61.8% and 78.6% Fib extension zone on the upside. Please refer to the CAKE Trade Idea video for a walk through of the analysis.","CAKE is still trading in the top of the favorable entry. However, the stock is failing to show a meaningful rally early in a rising phase. This is a short-term warning. The next minor cycle low on the weekly timeframe is due in the end of January. We will re-evaluate CAKE in early January.",Pending / Inactive,2020-12-21T15:11:50Z
220,APD,Inactive,2020-12-10T13:58:10.626Z,Intermediate-Term (3-8 weeks),270.57,Short,None,272.94 - 278.07,"262.24 - 262.24, 252.2 - 247.66",> 286.38,The weekly cycle analysis suggests that APD is in the late stages of a declining phase. Weekly momentum is negative. The next intermediate-term low is due 12/7 - 1/11. The daily cycle analysis suggests that APD is in a short-term declining phase. There are minor resistances just above current levels. We are targeting a test of the prior cycle low at 262.24 followed by the Fib support confluence zone on the downside. Please see the APD Trade Idea for further detail.,The conditions for this Trade Idea have been satisfied. APD tested within 1% of the favorable entry and has now traded into the target zone.,Target Zone Reached,2020-12-21T14:52:33Z
219,TMO,Inactive,2020-12-09T13:28:37.155Z,Short-Term (1-3 weeks),473.98,Short,None,484.17 - 495.59,453.51 - 442.56,> 511.86,The weekly cycle analysis suggests that TMO is in a corrective period. Weekly momentum is negative. The next projected intermediate-term low is due 1/11 - 3/1. The daily cycle analysis suggests that TMO is in a short-term rising phase. The next short-term low is due 12/17 - 12/28. The stock is testing the short-term resistance zone. We are targeting the short-term 61.8% Fib retracement and the short-term 78.6% Fib extension on the downside. Please see the TMO Trade Idea video walk through for further detail.,TMO got within 1.4% of the favorable entry and has now traded down to the short-term target zone. The next short-term low is due 12/17 - 12/28.,Target Zone Reached (Early / Missed Entry),2020-12-21T15:17:27Z
218,LVS,Inactive,2020-12-08T14:02:05.675Z,Intermediate-Term (3-8 weeks),58.94,Long,None,58.15 - 56.07,"63.82 - 66.24, 65.3 - 71.48",< 54.98,The weekly cycle analysis suggests that LVS is in a rising phase. Weekly momentum is positive. The daily cycle analysis suggests that LVS is very early in a short-term rising phase. The Slim Ribbon is firmly configured positively. There are minor supports just below current levels. We are targeting 2 Fib extension zones on the upside. If the stock breaks below the daily cycle low support that would invalidate the bullish thesis. Please see the LVS Trade Idea video walk through for further detail.,Stock is still in the favorable entry. It has failed to get a meaningful rally. The alternate weekly likely is likely in play. We inactivated the Trade Idea.,Pending / Inactive,2020-12-17T14:38:40Z
217,HLT,Inactive,2020-12-07T14:10:57.229Z,Short-Term (1-3 weeks),110.85,Long,None,107.39 - 104.51,116.73 - 119.25,< 101.62,The weekly cycle analysis suggests that HLT is in an intermediate-term rising phase with positive momentum. The daily cycle analysis suggests that HLT is late in a short-term rising phase and the odds favor a minor pullback. The next short-term low is due 12/11 - 12/28. The Slim Ribbon is firmly configured positively. There are minor supports below current levels. We are targeting a move to the prior cycle high and the 100% Fib extension on the upside. Please see the HLT Trade Idea video for a walk through of the analysis and a discussion on how to use the Slim Ribbon PO indicator.,HLT will likely open below the re-evaluation level. We inactivated this Trade Idea. A short-term low is still due to form between 12/4 - 12/22.,Re-evaluation Level Hit,2020-12-21T14:08:50Z
216,MCD,Inactive,2020-12-04T14:22:09.205Z,Short-Term (1-3 weeks),211.51,Short,None,213.76 - 216.62,205.96 - 201.8,> 219.54,The weekly cycle analysis suggests that MCD is the late-stages of a corrective period. Weekly momentum is negative. The next intermediate-term low is due 12/7 - 1/11. The daily cycle analysis suggests that MCD is in a short-term declining phase. The next short-term low is due 12/17 - 1/7. The Slim Ribbon is now negative. There are minor resistances just above current levels. We are targeting a short-term Fibonacci extension zone on the downside. Please see the MCD Trade Idea video for further detail.,The conditions for this Trade Idea have been satisfied. The stock tested the favorable entry and has now traded into the target zone.,Target Zone Reached,2020-12-07T15:09:41Z
215,FB,Inactive,2020-12-03T13:54:51.217Z,Intermediate-Term (3-8 weeks),287.0,Long,None,282.08 - 272.64,"304.04 - 314.93, 320.81 - 341.69",< 265.91,The weekly cycle analysis suggests that FB has likely formed an intermediate-term low and is early in a new rising phase. The intermediate-term low was due 11/9 - 12/14. Weekly momentum is positive. There is a bull pennant forming on the weekly. The daily cycle analysis suggests that FB is due form a short-term low between 12/11 - 12/30. We are targeting two Fibonacci extension/target zones on the upside. See the FB Trade Idea video for further detail.,FB has closed below the re-evaluation level. Daily momentum now negative. We inactivated the Trade Idea.,Re-evaluation Level Hit,2020-12-23T13:03:58Z
214,TWTR,Inactive,2020-12-02T14:06:29.334Z,Short-Term (1-3 weeks),46.41,Long,None,44.08 - 42.11,49.93 - 52.93,< 40.71,The weekly cycle analysis suggests that TWTR has likely formed an intermediate-term low. The low was due 10/12 - 11/23. Weekly momentum is close to turning positive. The daily cycle analysis suggests that TWTR is in the late stages of a short-term rising phase. The next short-term low is due 12/2 - 12/10. There are short-term supports below current levels. We are targeting a move to the short-term 78.6% Fibonacci resistance and the prior cycle high.,TWTR rallied sharply into the target zone on news of collaboration with SNAP.,Target Zone Reached (Early / Missed Entry),2020-12-10T19:39:05Z
213,AYX,Inactive,2020-12-01T14:18:46.971Z,Intermediate-Term (3-8 weeks),119.84,Short,None,122.38 - 126.82,108.3 - 103.5,> 131.26,The weekly cycle analysis suggests that AYX is in a corrective period. The next intermediate-term low is due 2/8 - 3/15. Weekly momentum is negative. The daily cycle analysis suggests that AYX is in a short-term rising phase. The next short-term low is due between 12/24 - 1/11. We are looking for a trading range to form in AYX between the short-term resistances and the prior cycle low supports. Please see the AYX Trade Idea video for a walk through of the analysis. Update 12/4: revised favorable entry and re-evaluation level.,AYX has traded through the re-evaluation level. Overall weekly pattern still suggests a  weekly bear flag forming. The next intermediate-term low is due 2/8 - 3/15.,Re-evaluation Level Hit,2020-12-22T14:59:13Z
212,/6B,Inactive,2020-11-30T13:35:28.450Z,Intermediate-Term (3-8 weeks),1.3331,Long,None,1.3192 - 1.3128,1.3358 - 1.3495,< 1.3063,The weekly cycle analysis suggests that the British Pound Future (/6B) is in a rising phase. Weekly momentum is positive. The daily cycle analysis suggests that the /6B is due to form a short-term low between 11/18 - 12/4. A swamped cycle is forming - which suggests that any pullback in the near-term is likely to be short-lived. We are targeting a move to the short-term Fibonacci extension zone on the upside. Please see the /6B Trade Idea video for a walk through of the analysis.,/6B had a very minor pullback to the Slim Ribbons and has now continued higher into the target zone. We inactivated the Trade Idea.,Pending / Inactive,2020-12-03T13:21:15Z
211,/ZW,Inactive,2020-11-27T02:07:29.912Z,Intermediate-Term (3-8 weeks),595.5,Short,None,610.25 - 624.0,"585.25 - 575.0, 566.5 - 558.25",> 633.25,The weekly cycle analysis suggests that /ZW has formed an intermediate-term high and is in a corrective period. Weekly momentum is now negative. The next intermediate-term low is due in the end of December. The daily cycle analysis suggests that /ZW may have formed an early cycle high and is entering into a corrective period. The next short-term low is due 12/14 - 12/25.  Please see the /ZW Trade Idea video walk through.,The conditions for this Trade Idea have been satisfied. /ZW tested the favorable entry and has now traded into the first target zone. Lower targets remain valid.,Target Zone Reached,2020-11-30T19:09:42Z
210,FXI,Inactive,2020-11-24T14:11:00.450Z,Intermediate-Term (3-8 weeks),47.39,Long,None,47.29 - 45.96,50.09 - 51.79,< 45.02,The weekly cycle analysis suggests that FXI is in a rising phase. There is a mid-cycle low due in the end of November. Weekly momentum is positive. The daily cycle analysis suggests that FXI is due to form a short-term low. The short-term low is due 11/6 - 11/23. The daily Slim Ribbon is configured positively. The stock is testing a short-term support zone. We are targeting a short-term Fibonacci extension zone on the upside. Please see the FXI Trade Idea video walk through.,"FXI is still trading above the favorable entry. However, the stock has struggled to get a significant rally off the short-term timing. Given that we are early in a short-term rising phase - we would consider this to be a warning sign. We are inactivating the Trade Idea.",Pending / Inactive,2020-11-30T14:39:18Z
209,LOW,Inactive,2020-11-23T14:13:19.481Z,Intermediate-Term (3-8 weeks),150.7,Short,None,156.97 - 160.14,"145.85 - 141.45, 135.86 - 128.75",> 163.31,The weekly cycle analysis suggests that LOW formed an early top and is in a corrective period. Weekly momentum is negative. The daily cycle analysis suggests that LOW is in a corrective period on the dominant cycle. There is a mid-cycle low due around now - we are looking for a bear flag to form. There is a head and shoulders on the daily chart and we have now broken below the neckline. We are targeting a move to the short-term and intermediate-term Fib extension zones. Please see the LOW Trade Idea video walk through.,LOW traded to within 2.4% of the target zone and is now entering the projected daily timing for a short-term low to form. We are inactivating the Trade Idea.,Pending / Inactive,2020-12-08T15:52:20Z
208,TFC,Inactive,2020-11-20T02:42:45.095Z,Intermediate-Term (3-8 weeks),46.9,Long,None,46.03 - 44.89,"49.59 - 52.18, 52.56 - 57.38",< 43.74,The weekly cycle analysis suggests that TFC is early in an intermediate-term rising phase. There is a minor cycle low due in the end of November. Weekly momentum is positive. The daily cycle analysis suggests that TFC is due to form a short-term high and enter into a short-term corrective period. The next short-term low is due 11/25 - 12/8. The Slim Ribbon on the daily is positive.,"TFC is still trading above the favorable entry. However, the stock has failed to get a meaningful rally off the short-term timing. We are inactivating this Trade Idea.",Pending / Inactive,2020-12-09T18:57:36Z
207,CVX,Inactive,2020-11-19T14:27:27.125Z,Short-Term (1-3 weeks),83.71,Long,None,81.81 - 79.54,87.9 - 89.18,< 77.26,The weekly cycle analysis suggests that CVX is early in an intermediate-term rising phase. Weekly momentum is now positive. The daily cycle analysis suggests that CVX is in a short-term corrective period. The next short-term low is due 11/20 - 11/27. There are minor supports just below prior levels. We are targeting a move to re-test the highs from 11/18 and the prior daily cycle high resistance. Please see the CVX Trade Idea post for the video walk through.,CVX traded to within 1.5% of the favorable entry and has now traded into the S-T Target Zone.,Target Zone Reached (Early / Missed Entry),2020-11-23T21:09:24Z
206,RIO,Inactive,2020-11-18T14:18:38.811Z,Intermediate-Term (3-8 weeks),63.26,Long,None,61.12 - 59.54,"64.16 - 66.55, 70.99 - 74.67",< 58.41,"The weekly cycle analysis suggests that RIO is early in an intermediate-term rising phase. Weekly momentum is now positive. The daily cycle analysis suggests that RIO is in a short-term rising phase. The next projected short-term low is due 12/1 - 12/16. The Slim Ribbon on the daily is positive. We are targeting a move to the intermediate-term 78.6% Fib and the prior cycle high. If the stock breaks through that area, we would target the intermediate-term Fib extension zone.",RIO continues to rally and is now trading in the short-term target zone. We will look to establish a new Trade Idea on a pullback.,Pending / Inactive,2020-11-24T14:12:39Z
205,VALE,Inactive,2020-11-17T14:24:43.355Z,Short-Term (1-3 weeks),12.14,Long,None,11.8 - 11.31,12.86 - 13.26,< 11.09,The weekly cycle analysis suggests that VALE is very early in an intermediate-term rising phase. Weekly momentum is positive. The intermediate-term low was due 10/12 - 11/9. The daily cycle analysis suggests that VALE is early in a short-term rising phase. There are rising short-term supports just below current levels. We are targeting a move to the short-term Fibonacci extension zone on the upside. The VALE video walk through will be available by 10 AM ET.,VALE only got within 2.8% of the favorable entry and has now traded to the target zone. We will look to establish a new Trade Idea on a pullback.,Target Zone Reached (Early / Missed Entry),2020-11-17T17:53:59Z
204,IBM,Inactive,2020-11-16T14:16:54.142Z,Intermediate-Term (3-8 weeks),118.11,Short,None,117.22 - 120.71,111.2 - 108.88,> 124.2,The weekly cycle analysis suggests that IBM is in a corrective period. The next intermediate-term low is due 2/8 - 3/15. Weekly momentum is negative. The daily cycle analysis suggests that IBM is in a short-term rising phase. The stock is testing a short-term resistance zone. We are targeting a move to the 61.8% and 78.6% Fibonacci support zone. Please see the IBM Trade Idea for a walk through of the analysis.,IBM has broken through the short-term resistances and traded above the re-evaluation.,Re-evaluation Level Hit,2020-11-24T18:11:21Z
203,EBAY,Inactive,2020-11-13T14:03:19.653Z,Intermediate-Term (3-8 weeks),46.59,Short,None,48.7 - 50.76,44.72 - 43.54,> 52.23,The weekly cycle analysis suggests that EBAY is in a corrective period. Weekly momentum is negative. The next intermediate-term low is due 1/18 - 3/8. The daily cycle analysis suggests that EBAY broke below its key daily cycle low and is in a corrective period. The next short-term low is due 12/17 - 1/4. The Slim Ribbon is firmly configured negatively. There are minor resistances just above current levels. We are targeting a move to the 100% Fib extension and the major 50% Fib retracement. Update 11/30/20 - we have updated the EBAY daily cycle analysis for the late low that formed. Please see the new EBAY Trade Idea video for a walk through of the updated analysis.,"EBAY is still trading in the favorable entry range. However, the stock is chopping sideways. Weekly pattern is still negative. We will look to establish a new Trade Idea in early January when risks are higher for another move on the downside.",Pending / Inactive,2020-12-11T14:21:00Z
202,VLO,Inactive,2020-11-12T14:16:43.964Z,Short-Term (1-3 weeks),49.79,Long,None,46.06 - 42.97,54.56 - 56.18,< 40.78,The weekly cycle analysis suggests that VLO has likely formed an intermediate-term low. Weekly momentum is now positive. The daily cycle analysis suggest that VLO is in a short-term rising phase. The next short-term low is due 11/23 - 11/30. The Slim Ribbon on the daily is now positive. There are minor supports just below current levels. We are targeting a move to the short-term 78.6% Fib and a prior daily cycle high resistance.,VLO got within 1.8% of the favorable entry and is now trading in the target zone. We inactivated the Trade Idea.,Target Zone Reached (Early / Missed Entry),2020-11-16T14:33:03Z
201,DHI,Inactive,2020-11-11T14:29:18.094Z,Intermediate-Term (3-8 weeks),70.92,Long,None,69.7 - 66.14,77.7 - 81.21,< 62.58,The weekly cycle analysis suggests that DHI is due to form an intermediate-term low. The low is due 10/12 - 11/30. Weekly momentum remains negative. The daily cycle analysis suggests that DHI is due to form a short-term low. The low is due 11/2 - 11/10. The Slim Ribbon on the daily is negative. The stock formed a bullish tweezer pattern post-earnings on high volume. There are intermediate-term supports just below current levels. We are targeting a move to the 78.6% Fibonacci retracement and the prior weekly cycle high resistance. Please see the DHI Trade Idea video for a walkthrough of the analysis.,The conditions for this Trade Idea have been satisfied. DHI has now traded to within 1.5% of the target zone. We will look to establish a new Trade Idea on a pullback.,Target Zone Reached,2020-11-19T17:20:07Z
200,LULU,Inactive,2020-11-09T00:06:12.393Z,Short-Term (1-3 weeks),343.8,Long,None,331.72 - 323.22,364.42 - 379.84,< 314.72,The weekly cycle analysis suggests that LULU is due to form an intermediate-term low. The low is due 11/2 - 12/7. Weekly momentum is now positive. The daily cycle analysis suggests that LULU is early in a short-term rising phase. The short-term low was due 10/26 - 11/13. There are short-term supports below current levels. We are targeting a move up to the short-term Fib extension zone from 364.42 - 379.84. Please see the LULU Top Chart of the Week for a review of the analysis.,Broke through re-evaluation. Left-hand translation setting up on the daily. Next short-term low due in late-Dec.,Re-evaluation Level Hit,2020-11-10T15:45:40Z
199,TOL,Inactive,2020-11-06T13:56:00.564Z,Short-Term (1-3 weeks),46.7,Long,None,45.81 - 44.36,48.62 - 50.42,< 43.34,The weekly cycle analysis suggests that TOL is due to form an intermediate-term low. The intermediate-term low is due 9/28 - 10/26. Weekly momentum is negative. The daily cycle analysis suggests that TOL is early in a short-term rising phase. The short-term low was due 10/29 - 11/6. The Slim Ribbon on the daily is close to neutralizing. There are minor supports below current levels. We are targeting a move to the short-term 78.6% Fib and the prior daily cycle high. Please see the TOL Trade Idea video for a walk through of the analysis.,TOL has violated the re-evaluation level. An intermediate-term low is still due to form.,Re-evaluation Level Hit,2020-11-09T15:05:49Z
198,V,Inactive,2020-11-04T14:52:42.034Z,Short-Term (1-3 weeks),192.25,Short,None,193.66 - 197.03,187.64 - 182.83,> 201.84,The weekly cycle analysis suggests that V is in a corrective phase and forming a bear flag. The next intermediate-term low is due 11/30 - 1/4. Weekly momentum is negative. The daily cycle analysis suggests that V is in a short-term corrective phase and forming a bear flag. The next short-term low is due in mid-November. We are testing a short-term resistance zone. Targets are the short-term supports.,V will open above the re-evaluation level. We inactivated the Trade Idea.,Re-evaluation Level Hit,2020-11-09T13:18:28Z
197,TLT,Inactive,2020-11-04T14:12:00.086Z,Short-Term (1-3 weeks),161.3,Long,None,160.12 - 158.86,162.0 - 163.23,< 157.96,"The weekly cycle analysis suggests that the TLT is due to form an intermediate-term low. Weekly momentum remains negative. The daily cycle analysis suggests that the TLT is due to form a short-term low. The short-term low is due 10/21 - 11/3. There was a large reversal to the upside in the TLT after the close on Tuesday and its holding its gains into the open. We are looking for a bull flag to form on an hourly basis to re-test minor supports. We are targeting a move to the short-term resistances. On 11/5, we updated the favorable entry and re-evaluation level. The analysis presented in the video remains the same.",TLT will open below the re-evaluation level. We inactivated the Trade Idea.,Re-evaluation Level Hit,2020-11-09T13:13:14Z
196,APD,Inactive,2020-11-02T14:35:00.213Z,Near-Term (1-5 days),276.24,Short,None,282.39 - 285.82,269.95 - 260.33,> 289.25,The weekly cycle analysis suggests that APD is in a declining phase. Weekly momentum is negative. There is a mid-cycle low on the weekly due in mid-November. The daily cycle analysis suggests that APD is in a short-term declining phase. The next short-term low is due 10/29 - 11/13. The stock has broken down out of a head and shoulders pattern on the daily and is forming a bear flag. Note: APD has earnings 11/11 pre-market. We will inactivate this Trade Idea before earnings. Please see the APD Trade Idea video for a walk through of the analysis.,APD broke through the minor resistance and has traded above the re-evaluation. The daily cycle low was due 10/29 - 11/13. The stock bottomed at the early part of this projected timing.,Re-evaluation Level Hit,2020-11-03T14:35:37Z
195,GS,Inactive,2020-10-30T12:40:59.089Z,Short-Term (1-3 weeks),188.74,Short,None,196.25 - 202.03,183.45 - 178.04,> 206.14,The weekly cycle analysis suggests that GS made an early cycle high and is in a declining phase. The stock is very close to a breakdown. Weekly momentum is negative. There is a mid-cycle low due in mid-November. The daily cycle analysis suggests that GS is in a short-term declining phase. The next projected short-term low is due 11/10 - 11/20. The Slim Ribbon is negative on the daily. There are minor resistances above current levels. We are targeting a move down to the Fib Support confluences. See the GS Trade Idea video for a walk through of the analysis.,GS will open above the re-evaluation level. We inactivated the Trade Idea.,Re-evaluation Level Hit,2020-11-09T13:12:40Z
194,MMM,Inactive,2020-10-28T13:22:12.068Z,Short-Term (1-3 weeks),159.25,Short,None,162.54 - 166.22,157.12 - 152.16,> 167.87,"The weekly cycle analysis suggests that MMM has likely formed an intermediate-term high and is entering a corrective period. Weekly momentum is now negative. The next intermediate-term low is due 12/14 - 1/18. The daily cycle analysis suggests that MMM is in a short-term corrective period. The next short-term low is due 11/19 - 12/4. The Slim Ribbon on the daily, which is what we use to measure daily momentum has now neutralized. There are minor resistances just above current levels. We are targeting a move down to the lower short-term Fibonacci supports.",The conditions for this Trade Idea have been satisfied. MMM tested the favorable entry and has now traded to within 0.6% of the target zone. We will look to establish a new TI on a rebound.,Target Zone Reached,2020-10-28T15:39:27Z
193,DFS,Inactive,2020-10-26T13:13:14.382Z,Short-Term (1-3 weeks),68.0,Long,None,65.53 - 64.54,68.77 - 70.4,< 63.55,The weekly cycle analysis suggests that DFS is in a rising phase. The next intermediate-term low is due 12/28 - 2/1. Weekly momentum is positive. The daily cycle analysis suggests that DFS is early in a short-term rising phase. The short-term low was due 10/6 - 10/20. The Slim Ribbon is firmly configured positively on the daily. There are rising short-term supports just below current levels. We are targeting a move to a Fib extension zone on the upside.,DFS has now traded below the re-evaluation. This suggests that we formed an early high in the daily cycle. We inactivated the Trade Idea.,Re-evaluation Level Hit,2020-10-28T13:34:26Z
192,IBM,Inactive,2020-10-23T13:03:57.408Z,Short-Term (1-3 weeks),115.76,Short,None,118.47 - 121.86,112.53 - 108.5,> 124.27,"The weekly cycle analysis suggests that IBM had an early breakdown below its key weekly cycle low and is in a declining phase. Weekly momentum is negative. The weekly low was due 8/10 - 9/21. The daily cycle analysis suggests that IBM is due to form a short-term low. The short-term low is due 10/15 - 10/22. Given the negative cycle configuration on both the weekly and daily, the odds favor that a short-term rally will fail in the minor resistance zone. We are targeting a move to the short-term Fib extension zone. Please review the IBM Trade Idea video for a walk through of the analysis.",IBM got within 1.5% of the favorable entry and has now traded into the target zone. We inactivated the Trade Idea.,Target Zone Reached (Early / Missed Entry),2020-10-27T12:06:16Z
